amount,transaction_type,payment_method,account_age,failed_transactions,is_fraud
20520.92,Bill Payment,UPI,1668,4,1
137625.76,Online Purchase,Net Banking,1692,9,0
52065.8,Bill Payment,Debit Card,1509,5,0
11762.67,Online Purchase,Debit Card,625,7,0
49527.33,Cash Withdrawal,Net Banking,2035,7,0
86206.14,Money Transfer,UPI,1163,1,1
77195.73,Money Transfer,UPI,2404,3,0
70543.58,Online Purchase,Credit Card,2022,0,0
131137.46,Bill Payment,UPI,2243,4,1
110608.02,Cash Withdrawal,UPI,433,6,1
29701.95,Bill Payment,Net Banking,2002,1,0
54665.65,Money Transfer,UPI,123,2,0
64695.77,Bill Payment,Credit Card,1539,4,1
23314.21,Money Transfer,Net Banking,605,10,0
54130.98,Online Purchase,UPI,1507,1,0
30373.54,Online Purchase,Net Banking,203,0,0
144061.3,Bill Payment,Debit Card,1187,5,1
144517.55,Bill Payment,Net Banking,768,1,1
83780.71,Money Transfer,Debit Card,1528,10,1
145583.91,Cash Withdrawal,Net Banking,2085,0,0
117369.65,Bill Payment,Credit Card,1236,9,1
75461.04,Online Purchase,UPI,823,1,0
55646.46,Bill Payment,Net Banking,2291,5,0
14114.11,Cash Withdrawal,Debit Card,914,6,0
133086.32,Money Transfer,Credit Card,1722,0,1
143354.08,Bill Payment,Credit Card,361,0,1
118529.29,Money Transfer,Credit Card,381,1,1
30770.92,Online Purchase,Debit Card,1663,4,1
91702.27,Money Transfer,Debit Card,890,9,1
75016.16,Online Purchase,Debit Card,10,10,1
35507.0,Cash Withdrawal,Debit Card,258,8,0
31767.13,Bill Payment,UPI,1843,8,1
113412.56,Cash Withdrawal,Net Banking,1656,3,0
41018.07,Money Transfer,Credit Card,2227,3,0
104933.99,Money Transfer,UPI,764,6,1
72162.12,Money Transfer,Net Banking,1258,4,0
38722.81,Money Transfer,Debit Card,2028,9,0
61029.12,Cash Withdrawal,UPI,2123,1,0
82494.95,Cash Withdrawal,UPI,1117,9,1
46733.9,Cash Withdrawal,Credit Card,1254,4,0
91518.0,Bill Payment,Debit Card,377,5,1
65630.64,Bill Payment,Debit Card,803,9,1
141238.1,Cash Withdrawal,Credit Card,2276,9,1
40313.52,Cash Withdrawal,Net Banking,1714,10,0
77952.17,Online Purchase,Debit Card,570,9,0
21969.52,Money Transfer,UPI,1572,8,0
27942.25,Online Purchase,Debit Card,1916,3,0
106079.68,Bill Payment,Credit Card,1585,10,1
30642.52,Cash Withdrawal,Net Banking,1233,8,0
74416.28,Money Transfer,Credit Card,1088,5,1
57817.82,Bill Payment,Net Banking,1636,10,0
137416.7,Bill Payment,Net Banking,2058,6,1
419.13,Bill Payment,UPI,275,2,0
95616.48,Cash Withdrawal,Net Banking,1070,10,1
90287.99,Money Transfer,Net Banking,919,2,0
55209.99,Online Purchase,UPI,1780,5,1
37771.43,Bill Payment,Debit Card,174,0,0
13258.24,Cash Withdrawal,Net Banking,1025,7,0
129832.28,Money Transfer,Credit Card,1023,5,1
86208.39,Bill Payment,Credit Card,1394,6,1
15282.13,Money Transfer,UPI,2242,5,1
13229.84,Bill Payment,Debit Card,761,2,0
75155.57,Cash Withdrawal,Net Banking,1683,3,1
73546.28,Online Purchase,UPI,528,3,1
14458.7,Cash Withdrawal,Credit Card,2071,9,0
110528.12,Cash Withdrawal,Credit Card,157,5,1
90510.52,Bill Payment,UPI,1881,10,0
137753.72,Cash Withdrawal,UPI,2452,0,1
19992.56,Online Purchase,Debit Card,1440,9,0
14442.81,Online Purchase,UPI,883,5,0
75619.65,Money Transfer,Credit Card,1279,0,0
71922.32,Bill Payment,Credit Card,905,0,0
1724.84,Money Transfer,Debit Card,446,6,0
68420.58,Bill Payment,Debit Card,1884,1,0
67107.0,Money Transfer,Credit Card,1161,3,1
19026.22,Bill Payment,Debit Card,357,2,0
61743.91,Cash Withdrawal,Credit Card,719,3,1
13058.54,Cash Withdrawal,UPI,1392,8,1
114448.95,Bill Payment,Net Banking,1335,5,1
63205.86,Money Transfer,Credit Card,992,6,0
71013.09,Online Purchase,Debit Card,1863,5,1
1254.77,Bill Payment,Net Banking,2253,7,1
86899.19,Bill Payment,Net Banking,312,1,0
12576.04,Online Purchase,Net Banking,1859,9,1
27116.22,Money Transfer,UPI,769,9,0
114060.08,Money Transfer,Credit Card,1518,4,1
110137.99,Bill Payment,Credit Card,1715,5,1
8504.15,Cash Withdrawal,UPI,772,2,0
105968.93,Money Transfer,Credit Card,606,4,1
102542.28,Cash Withdrawal,UPI,1356,1,0
21488.41,Online Purchase,UPI,282,10,0
48516.77,Bill Payment,Credit Card,1295,1,1
33281.5,Bill Payment,Net Banking,1496,3,0
62555.48,Money Transfer,Credit Card,1294,7,0
55308.85,Bill Payment,Debit Card,1907,0,1
122962.8,Bill Payment,Credit Card,1662,4,1
139368.51,Online Purchase,Debit Card,393,7,1
145001.87,Bill Payment,Net Banking,252,1,0
51217.25,Money Transfer,Debit Card,870,10,0
111753.02,Online Purchase,Net Banking,2209,5,1
16355.26,Cash Withdrawal,Net Banking,1536,0,0
14249.62,Money Transfer,Debit Card,126,1,0
102876.12,Bill Payment,Credit Card,1551,9,1
28461.75,Online Purchase,Net Banking,2412,3,0
56431.36,Cash Withdrawal,Credit Card,2127,9,0
38729.23,Bill Payment,Credit Card,1580,5,0
120234.86,Bill Payment,UPI,612,5,1
139716.22,Bill Payment,Net Banking,88,10,1
141080.5,Cash Withdrawal,UPI,28,9,1
27071.0,Online Purchase,Net Banking,2204,10,1
22166.02,Money Transfer,Net Banking,454,9,0
24101.27,Online Purchase,Debit Card,1569,1,0
65472.89,Online Purchase,Credit Card,109,9,0
118213.32,Cash Withdrawal,Credit Card,2407,10,1
41822.89,Online Purchase,Credit Card,1915,0,1
29526.07,Money Transfer,Net Banking,1664,10,1
3716.07,Cash Withdrawal,Net Banking,2011,7,0
12785.56,Cash Withdrawal,Debit Card,1580,8,1
143831.32,Online Purchase,UPI,1749,10,1
110313.86,Cash Withdrawal,UPI,1778,0,0
67494.76,Bill Payment,UPI,1599,9,0
148574.33,Money Transfer,Debit Card,152,5,0
135246.66,Online Purchase,Debit Card,1509,6,1
139125.66,Cash Withdrawal,UPI,2174,10,1
52820.7,Online Purchase,Net Banking,1462,1,0
112076.43,Cash Withdrawal,Net Banking,775,5,1
82694.41,Online Purchase,Net Banking,2035,4,0
141586.46,Bill Payment,Net Banking,1848,9,1
129511.13,Bill Payment,UPI,886,8,1
58055.63,Cash Withdrawal,Credit Card,727,5,1
5510.87,Online Purchase,Debit Card,253,6,0
63925.28,Online Purchase,Debit Card,1563,7,1
13448.1,Cash Withdrawal,Debit Card,864,5,0
5732.0,Online Purchase,Debit Card,2274,7,0
6036.87,Cash Withdrawal,Debit Card,2112,7,0
35389.72,Bill Payment,Debit Card,1735,2,0
89773.62,Bill Payment,Net Banking,1039,7,0
17149.08,Money Transfer,Net Banking,2421,10,0
43628.39,Bill Payment,Credit Card,1852,3,0
24863.83,Money Transfer,Debit Card,2372,3,1
96753.89,Cash Withdrawal,UPI,34,3,0
41607.76,Cash Withdrawal,UPI,228,5,0
72405.09,Cash Withdrawal,Net Banking,2305,1,0
30655.62,Money Transfer,UPI,868,4,0
31038.74,Money Transfer,Credit Card,282,5,0
4845.47,Money Transfer,Net Banking,647,0,0
77383.83,Money Transfer,Net Banking,2423,5,1
52915.56,Cash Withdrawal,Debit Card,1051,3,1
15152.95,Cash Withdrawal,Net Banking,20,8,1
48744.51,Cash Withdrawal,UPI,934,9,0
40960.65,Online Purchase,Credit Card,277,0,0
128730.31,Cash Withdrawal,UPI,791,5,1
87721.99,Online Purchase,Credit Card,438,8,0
75789.0,Cash Withdrawal,Credit Card,878,2,0
129412.69,Money Transfer,UPI,1837,5,1
46072.27,Online Purchase,Credit Card,366,5,0
5733.8,Money Transfer,UPI,1877,5,0
96489.55,Cash Withdrawal,UPI,661,6,1
124842.25,Bill Payment,UPI,1163,6,0
586.65,Money Transfer,Credit Card,945,5,0
118977.7,Money Transfer,Debit Card,1024,9,1
73579.7,Online Purchase,Net Banking,1009,10,1
41501.61,Cash Withdrawal,Credit Card,1395,4,0
7533.15,Online Purchase,Net Banking,208,3,0
78870.87,Online Purchase,Credit Card,1809,9,0
53684.81,Cash Withdrawal,Debit Card,1382,2,1
94897.79,Online Purchase,Debit Card,2,2,1
95002.89,Cash Withdrawal,UPI,1636,1,0
6336.61,Bill Payment,Net Banking,1037,10,0
79364.36,Bill Payment,UPI,500,3,1
29639.12,Cash Withdrawal,UPI,51,2,0
147080.53,Online Purchase,UPI,1766,5,1
65942.8,Online Purchase,UPI,1940,8,1
9025.72,Bill Payment,Debit Card,1246,9,1
12938.09,Online Purchase,Credit Card,1160,2,0
136582.22,Bill Payment,Credit Card,1189,1,1
112686.84,Money Transfer,UPI,1626,9,1
87115.12,Bill Payment,Debit Card,1689,5,1
135874.13,Money Transfer,Credit Card,443,7,1
6539.48,Online Purchase,UPI,1259,6,0
75529.15,Cash Withdrawal,Net Banking,1491,9,1
11208.02,Money Transfer,Net Banking,765,9,1
99344.94,Cash Withdrawal,UPI,2485,1,0
46894.46,Bill Payment,Credit Card,1284,3,0
107926.53,Online Purchase,Credit Card,403,3,1
47265.35,Money Transfer,Debit Card,420,5,0
131685.56,Money Transfer,Debit Card,1188,2,0
140119.52,Online Purchase,Debit Card,605,4,1
141406.16,Cash Withdrawal,Credit Card,995,2,1
21001.69,Money Transfer,UPI,651,3,0
66207.61,Online Purchase,Net Banking,1942,6,1
115936.41,Money Transfer,Net Banking,1748,6,0
45427.35,Cash Withdrawal,Net Banking,550,1,0
97578.28,Money Transfer,UPI,213,0,1
32877.57,Online Purchase,UPI,300,0,0
122174.89,Cash Withdrawal,Debit Card,1162,7,0
20721.62,Bill Payment,Debit Card,1771,5,0
9803.25,Money Transfer,Debit Card,1989,6,0
143030.02,Money Transfer,UPI,759,3,0
15599.37,Money Transfer,Debit Card,1562,10,1
100625.6,Money Transfer,Net Banking,2250,10,1
3299.13,Online Purchase,UPI,740,10,0
52907.04,Cash Withdrawal,Debit Card,324,8,0
55145.64,Money Transfer,Credit Card,331,6,0
89016.3,Online Purchase,Debit Card,1306,3,0
70190.13,Online Purchase,UPI,29,7,0
149499.35,Online Purchase,Net Banking,1964,5,1
83832.61,Bill Payment,UPI,2367,9,0
136950.21,Money Transfer,UPI,1869,6,1
105681.97,Cash Withdrawal,Debit Card,290,3,0
1821.56,Bill Payment,UPI,299,9,0
38655.0,Bill Payment,UPI,1139,2,0
55681.02,Bill Payment,UPI,413,3,0
123687.71,Online Purchase,UPI,276,5,1
87317.07,Money Transfer,UPI,450,1,1
61667.08,Bill Payment,UPI,440,10,1
129098.29,Cash Withdrawal,Debit Card,1647,5,0
1571.48,Bill Payment,Credit Card,1032,1,0
74544.47,Money Transfer,Debit Card,972,4,1
129939.28,Cash Withdrawal,Net Banking,162,3,0
123926.27,Money Transfer,Debit Card,2233,1,1
12118.73,Online Purchase,Debit Card,1448,4,0
111284.36,Bill Payment,Debit Card,492,1,0
66241.25,Bill Payment,Net Banking,1001,7,0
32696.88,Online Purchase,UPI,2484,3,0
148204.91,Online Purchase,Net Banking,664,3,1
64854.52,Bill Payment,UPI,108,0,0
139174.1,Online Purchase,Credit Card,998,6,1
142780.07,Online Purchase,Credit Card,183,2,1
23044.58,Online Purchase,UPI,98,8,1
6926.62,Bill Payment,Net Banking,257,6,0
70640.25,Cash Withdrawal,Debit Card,753,1,0
91026.7,Cash Withdrawal,Credit Card,859,10,1
3187.92,Money Transfer,UPI,2030,4,1
30819.12,Bill Payment,Debit Card,428,0,0
10044.87,Online Purchase,Credit Card,1206,6,1
1896.84,Bill Payment,Credit Card,817,1,0
55021.4,Cash Withdrawal,UPI,546,0,0
113999.9,Money Transfer,Debit Card,951,9,0
63547.16,Cash Withdrawal,Debit Card,349,7,1
117187.45,Cash Withdrawal,Net Banking,2012,6,1
65749.36,Bill Payment,Credit Card,892,8,1
98476.64,Money Transfer,Debit Card,2485,8,1
145647.11,Money Transfer,Net Banking,659,0,1
71535.07,Online Purchase,UPI,1480,1,0
47930.86,Cash Withdrawal,Credit Card,1869,3,0
80828.79,Online Purchase,Net Banking,2371,10,1
46823.59,Online Purchase,Debit Card,439,5,0
120748.19,Bill Payment,Debit Card,2330,1,0
80946.02,Bill Payment,Debit Card,1603,2,1
135089.08,Bill Payment,Debit Card,965,9,1
12264.41,Bill Payment,UPI,128,6,1
47170.61,Cash Withdrawal,Net Banking,35,2,0
110858.34,Online Purchase,UPI,808,7,1
41937.84,Online Purchase,UPI,1471,10,0
107876.37,Money Transfer,UPI,1094,4,0
127427.95,Cash Withdrawal,Net Banking,1868,7,0
75549.99,Money Transfer,Debit Card,434,0,0
68384.23,Money Transfer,Credit Card,1136,0,0
92820.7,Cash Withdrawal,Credit Card,512,2,0
15936.94,Cash Withdrawal,UPI,2015,8,0
133886.46,Bill Payment,Credit Card,95,4,1
61387.34,Online Purchase,Net Banking,1054,4,1
65067.21,Bill Payment,UPI,2039,0,0
84486.35,Cash Withdrawal,Net Banking,337,1,0
146951.34,Cash Withdrawal,Net Banking,57,3,1
49012.32,Online Purchase,UPI,1204,3,0
4469.32,Money Transfer,Debit Card,1262,6,0
115924.4,Cash Withdrawal,UPI,2461,10,1
32147.06,Online Purchase,UPI,933,8,0
120439.57,Cash Withdrawal,Debit Card,1070,6,0
24210.49,Cash Withdrawal,Credit Card,1158,8,1
139370.78,Money Transfer,Credit Card,382,8,1
146641.75,Money Transfer,Debit Card,1014,1,0
138356.79,Cash Withdrawal,UPI,397,8,0
24991.06,Bill Payment,Credit Card,1945,0,1
40756.96,Cash Withdrawal,UPI,811,2,0
57261.82,Cash Withdrawal,UPI,117,5,1
20797.05,Online Purchase,Debit Card,842,1,0
50549.91,Online Purchase,Credit Card,466,9,0
135156.83,Money Transfer,Credit Card,1554,0,1
37252.2,Cash Withdrawal,Debit Card,217,0,0
19376.36,Online Purchase,UPI,1085,2,0
63632.36,Cash Withdrawal,Debit Card,1498,3,0
100499.23,Bill Payment,Net Banking,492,1,0
16389.3,Bill Payment,UPI,1107,2,0
105296.3,Bill Payment,UPI,1289,3,0
116119.45,Bill Payment,Debit Card,1645,8,1
96209.23,Bill Payment,Credit Card,2187,1,1
91844.92,Bill Payment,Credit Card,750,3,1
52165.88,Bill Payment,Debit Card,1425,8,1
31017.5,Bill Payment,Debit Card,2081,8,1
4299.95,Cash Withdrawal,UPI,187,7,0
76321.19,Cash Withdrawal,Debit Card,1478,4,0
123384.38,Money Transfer,UPI,741,4,1
71056.82,Cash Withdrawal,Net Banking,1037,4,0
41093.56,Cash Withdrawal,UPI,2406,3,0
64127.99,Online Purchase,Credit Card,1781,0,0
79857.71,Money Transfer,Net Banking,1220,8,1
144046.28,Cash Withdrawal,UPI,1496,3,0
89094.54,Bill Payment,UPI,1556,0,0
21043.06,Online Purchase,UPI,100,7,1
54133.17,Bill Payment,Debit Card,2471,6,1
113374.35,Online Purchase,Debit Card,579,10,1
70363.33,Cash Withdrawal,Debit Card,1627,2,0
140717.57,Online Purchase,Net Banking,1216,3,1
59196.85,Online Purchase,Debit Card,540,5,1
123802.27,Bill Payment,Debit Card,2448,8,0
38872.63,Bill Payment,Debit Card,1884,8,0
23378.59,Money Transfer,Net Banking,372,7,0
39762.84,Cash Withdrawal,UPI,1377,4,0
112293.66,Bill Payment,UPI,1870,8,0
26077.78,Money Transfer,Credit Card,2020,4,0
129488.76,Money Transfer,Net Banking,437,8,1
127515.97,Bill Payment,Credit Card,662,3,0
31379.42,Money Transfer,Net Banking,1588,1,0
137726.48,Bill Payment,Credit Card,1134,0,1
138460.04,Bill Payment,UPI,407,1,1
56728.19,Online Purchase,Credit Card,66,5,1
20465.01,Money Transfer,Debit Card,156,7,0
43863.85,Bill Payment,UPI,696,8,0
142111.19,Cash Withdrawal,Net Banking,2009,7,0
27465.8,Money Transfer,UPI,1086,3,0
34462.59,Cash Withdrawal,Debit Card,546,7,0
32470.7,Cash Withdrawal,Debit Card,327,5,1
1886.73,Cash Withdrawal,Credit Card,2006,7,0
10250.06,Money Transfer,UPI,2138,6,0
85430.7,Cash Withdrawal,UPI,888,7,1
135400.33,Cash Withdrawal,Debit Card,457,0,1
744.78,Money Transfer,Credit Card,2278,7,1
99823.32,Bill Payment,Credit Card,1951,9,1
35017.53,Cash Withdrawal,Debit Card,432,2,0
148336.72,Bill Payment,Credit Card,1276,8,1
134069.15,Money Transfer,Net Banking,1529,9,1
134278.76,Online Purchase,Debit Card,1688,8,1
138.78,Online Purchase,Net Banking,618,2,1
98315.81,Cash Withdrawal,Credit Card,642,1,0
126805.94,Bill Payment,UPI,738,3,0
96512.75,Bill Payment,Net Banking,155,2,0
11400.4,Bill Payment,Net Banking,1437,1,0
66877.42,Online Purchase,Debit Card,686,3,1
140398.4,Online Purchase,Net Banking,13,9,1
10148.94,Bill Payment,Credit Card,694,4,1
33233.16,Online Purchase,Credit Card,1818,8,0
63537.22,Bill Payment,Net Banking,1330,5,0
50778.85,Online Purchase,UPI,2356,1,0
6559.81,Cash Withdrawal,Debit Card,1017,6,0
43761.03,Cash Withdrawal,Debit Card,1825,2,0
143319.71,Online Purchase,Credit Card,1180,2,1
119005.16,Money Transfer,UPI,1327,0,0
103347.34,Cash Withdrawal,Debit Card,435,7,0
39192.47,Money Transfer,UPI,2478,3,0
135647.35,Online Purchase,Net Banking,1547,7,1
5123.49,Cash Withdrawal,UPI,2183,5,0
93127.07,Online Purchase,Credit Card,1620,10,0
65569.47,Money Transfer,Net Banking,1187,1,0
93759.66,Cash Withdrawal,UPI,888,7,0
10964.64,Money Transfer,UPI,2356,3,0
16516.25,Bill Payment,UPI,2448,8,0
138952.7,Bill Payment,Debit Card,1797,8,1
66115.34,Bill Payment,Credit Card,1977,10,1
58407.84,Online Purchase,Net Banking,1529,6,0
26847.29,Cash Withdrawal,Debit Card,206,3,0
142287.56,Money Transfer,Net Banking,854,5,0
17759.69,Bill Payment,Net Banking,1982,2,0
23229.45,Money Transfer,Credit Card,111,8,0
68729.44,Bill Payment,Credit Card,1505,3,1
45809.7,Bill Payment,Net Banking,1560,0,1
80993.85,Online Purchase,UPI,2012,8,1
98039.18,Online Purchase,Debit Card,127,3,0
40373.3,Money Transfer,Net Banking,1386,10,1
88287.19,Bill Payment,Net Banking,2196,4,0
101980.07,Cash Withdrawal,Net Banking,114,7,0
63985.91,Online Purchase,Net Banking,1116,6,1
41771.67,Money Transfer,Debit Card,1824,0,0
117611.72,Online Purchase,Net Banking,1266,4,1
84016.92,Online Purchase,Net Banking,977,8,0
68818.9,Money Transfer,Credit Card,1466,7,0
120018.61,Online Purchase,UPI,1045,5,0
65625.3,Online Purchase,Debit Card,1190,8,0
46210.17,Bill Payment,Debit Card,2004,8,1
35156.6,Online Purchase,UPI,446,9,0
70571.88,Cash Withdrawal,Debit Card,1058,10,1
12415.45,Money Transfer,Debit Card,840,3,0
87826.16,Money Transfer,Credit Card,1287,9,0
2243.35,Online Purchase,Debit Card,568,10,0
43491.3,Bill Payment,UPI,1439,6,0
119280.79,Online Purchase,UPI,1090,1,0
69752.44,Cash Withdrawal,Net Banking,29,4,1
82253.63,Money Transfer,Credit Card,405,6,0
110814.33,Bill Payment,Net Banking,1642,7,0
122903.73,Cash Withdrawal,Net Banking,1526,7,0
57791.55,Bill Payment,Net Banking,1615,0,0
18945.77,Bill Payment,Debit Card,2401,6,0
132081.52,Money Transfer,Credit Card,2012,5,1
86026.63,Cash Withdrawal,Debit Card,2431,8,1
149410.61,Cash Withdrawal,UPI,1226,4,1
841.54,Online Purchase,UPI,167,6,0
25608.14,Cash Withdrawal,Debit Card,2156,6,0
41416.83,Online Purchase,Net Banking,1962,2,0
129139.97,Cash Withdrawal,Debit Card,2393,0,1
120035.05,Online Purchase,UPI,1013,0,1
81643.47,Money Transfer,Debit Card,991,0,0
16363.28,Online Purchase,UPI,88,6,0
75314.94,Bill Payment,UPI,2143,7,1
20101.12,Bill Payment,UPI,629,9,0
51606.06,Bill Payment,Debit Card,1688,9,1
38017.44,Cash Withdrawal,Debit Card,1300,1,0
143651.12,Money Transfer,Net Banking,365,10,1
52429.72,Cash Withdrawal,Net Banking,1770,3,0
30579.72,Bill Payment,Net Banking,1026,1,0
80129.31,Money Transfer,UPI,1586,0,0
90040.87,Online Purchase,Net Banking,529,4,0
140147.3,Bill Payment,Net Banking,1725,2,0
59060.82,Bill Payment,Debit Card,1768,8,0
125492.84,Cash Withdrawal,Net Banking,784,6,1
109060.19,Online Purchase,Credit Card,17,2,1
139589.14,Cash Withdrawal,Credit Card,2486,0,0
149521.53,Bill Payment,Debit Card,37,3,0
99095.27,Money Transfer,Credit Card,527,1,0
120267.55,Online Purchase,Credit Card,1123,5,0
57465.35,Bill Payment,UPI,1709,2,1
14168.19,Bill Payment,Net Banking,1672,3,0
35449.68,Money Transfer,UPI,150,8,1
28372.73,Money Transfer,Net Banking,526,5,1
80815.15,Bill Payment,Credit Card,963,0,0
47150.43,Bill Payment,Credit Card,1121,2,1
132633.41,Bill Payment,Debit Card,1420,0,0
55423.98,Money Transfer,Debit Card,755,8,1
87680.19,Cash Withdrawal,Credit Card,573,4,1
45411.76,Money Transfer,Credit Card,99,9,1
72684.05,Money Transfer,Debit Card,1346,3,0
19469.88,Cash Withdrawal,Net Banking,904,7,0
51537.82,Cash Withdrawal,Net Banking,266,7,1
53609.48,Money Transfer,UPI,1313,4,0
16100.22,Cash Withdrawal,Credit Card,737,6,0
15952.34,Money Transfer,Debit Card,2364,2,0
26966.89,Online Purchase,Debit Card,283,5,1
96286.08,Money Transfer,UPI,912,10,1
7675.82,Money Transfer,Net Banking,2211,9,0
49651.31,Money Transfer,UPI,1829,7,1
105757.9,Online Purchase,Debit Card,2470,9,0
33234.99,Online Purchase,Credit Card,607,7,0
36438.82,Bill Payment,UPI,1893,10,0
142345.36,Money Transfer,Credit Card,367,6,0
28127.27,Money Transfer,Credit Card,1604,10,0
48847.86,Online Purchase,Credit Card,16,4,0
28519.5,Bill Payment,Debit Card,1607,4,0
31618.77,Money Transfer,Net Banking,2410,1,0
23530.89,Online Purchase,Credit Card,1899,10,1
137985.27,Cash Withdrawal,Net Banking,2049,3,1
69326.16,Online Purchase,Net Banking,2234,5,0
16052.89,Money Transfer,Debit Card,2214,5,1
2238.28,Online Purchase,Credit Card,1733,3,0
21162.54,Cash Withdrawal,Net Banking,1827,5,0
55514.45,Cash Withdrawal,Credit Card,1964,2,0
46429.02,Cash Withdrawal,Credit Card,989,4,1
63231.49,Money Transfer,Debit Card,753,4,0
53120.69,Cash Withdrawal,UPI,267,5,1
61681.7,Money Transfer,UPI,496,7,1
30681.55,Online Purchase,UPI,444,7,0
101225.42,Bill Payment,UPI,2376,6,1
61834.97,Online Purchase,Debit Card,897,7,0
23101.59,Cash Withdrawal,UPI,2113,4,0
13332.53,Money Transfer,Debit Card,524,5,1
39908.23,Bill Payment,Net Banking,2408,10,1
108079.3,Cash Withdrawal,Debit Card,942,7,1
6856.57,Online Purchase,UPI,590,6,0
8706.91,Cash Withdrawal,Credit Card,2233,1,0
73054.8,Money Transfer,Debit Card,500,0,0
30127.38,Money Transfer,UPI,780,9,1
91142.6,Bill Payment,Credit Card,357,10,0
140299.49,Cash Withdrawal,Debit Card,2282,4,1
120808.6,Bill Payment,Debit Card,2472,0,0
70228.87,Money Transfer,UPI,2044,6,1
93592.98,Online Purchase,Net Banking,2072,2,0
59945.86,Cash Withdrawal,Net Banking,2489,4,0
33374.96,Online Purchase,UPI,862,8,0
23899.49,Bill Payment,Credit Card,2169,5,0
27197.05,Cash Withdrawal,Debit Card,2339,7,0
56612.84,Money Transfer,Debit Card,585,5,1
122211.19,Cash Withdrawal,Debit Card,1246,6,0
123023.64,Money Transfer,Net Banking,225,10,1
26607.68,Money Transfer,UPI,1030,6,0
15892.74,Bill Payment,Credit Card,1222,9,0
58011.64,Online Purchase,Net Banking,2103,6,1
122081.95,Cash Withdrawal,Net Banking,694,4,0
90650.23,Bill Payment,Credit Card,1007,10,0
113909.55,Bill Payment,Credit Card,2131,6,1
48669.01,Online Purchase,Debit Card,1228,4,1
84260.79,Money Transfer,Debit Card,416,8,1
4246.13,Cash Withdrawal,Debit Card,1098,7,0
10310.74,Money Transfer,Debit Card,2024,7,0
117778.88,Online Purchase,Credit Card,647,2,0
4267.66,Cash Withdrawal,Debit Card,393,8,0
27139.04,Online Purchase,Debit Card,985,9,1
22870.19,Online Purchase,Debit Card,993,6,0
102891.42,Online Purchase,UPI,20,9,1
12024.47,Cash Withdrawal,Credit Card,752,3,0
89261.17,Cash Withdrawal,Net Banking,768,0,0
27521.58,Bill Payment,Credit Card,1004,1,0
